name,display_name,publisher,repo,git_path,stars,license,archived,skills,mcp_servers,commands,rules,agents,hooks,cursor_manifest,agent_plugins_portable,portability_established,runs_in_claude,runs_in_codex,runs_in_copilot,runs_in_grok,runs_in_antigravity,runs_in_opencode,runs_in_kimi,runs_in_hermes,runs_in_devin,runs_in_tessl,runs_in_cortex,runs_in_minimax,runs_in_qoder,sign_in,sign_in_evidence,install,marketplace_url,install_verified,first_seen
superpowers,Superpowers,Superpowers,obra/superpowers,.,279856,MIT,false,14,0,0,0,0,1,true,false,true,true,true,false,false,false,false,true,false,true,false,false,false,false,skills-only,no MCP server component,/add-plugin superpowers,https://cursor.com/marketplace/superpowers,true,2026-08-25
shadcn,shadcn/ui,shadcn,shadcn-ui/ui,.,122626,MIT,false,1,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin shadcn,https://cursor.com/marketplace/shadcn,true,2026-08-25
mem0,Mem0,Mem0,mem0ai/mem0,integrations/mem0-plugin,64410,Apache-2.0,false,16,1,0,0,0,6,true,true,true,true,true,false,false,false,false,true,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin mem0,https://cursor.com/marketplace/mem0,true,2026-08-25
context7-plugin,Context7,Upstash,upstash/context7,plugins/claude/context7,61437,MIT,false,1,1,1,0,0,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin context7-plugin,https://cursor.com/marketplace/upstash,true,2026-08-25
devtools-for-agents,Chrome Devtools for Agents,Google Chrome,ChromeDevTools/chrome-devtools-mcp,.,50247,Apache-2.0,false,6,1,0,0,0,0,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin devtools-for-agents,https://cursor.com/marketplace/google-chrome/devtools-for-agents,true,2026-08-25
tldraw,tldraw,tldraw,tldraw/tldraw,apps/mcp-app/plugins/tldraw-mcp,50045,NOASSERTION,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin tldraw,https://cursor.com/marketplace/tldraw,true,2026-08-25
compound-engineering,Compound Engineering,Every,EveryInc/compound-engineering-plugin,.,24708,MIT,false,32,0,0,0,0,0,true,true,true,true,true,false,true,false,false,true,false,true,false,false,false,false,skills-only,no MCP server component,/add-plugin compound-engineering,https://cursor.com/marketplace/every,true,2026-08-25
react-doctor,React Doctor,React Doctor,millionco/react-doctor,.,14664,NOASSERTION,false,2,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin react-doctor,https://cursor.com/marketplace/react-doctor,true,2026-08-25
gsap-skills,GSAP,GSAP,greensock/gsap-skills,.,14639,MIT,false,8,0,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin gsap-skills,https://cursor.com/marketplace/gsap,true,2026-08-25
huggingface-skills,Hugging Face,Hugging Face,huggingface/skills,.,10991,Apache-2.0,false,18,1,0,0,0,0,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin huggingface-skills,https://cursor.com/marketplace/huggingface,true,2026-08-25
agent-compatibility,Agent Compatibility,Cursor,cursor/plugins,agent-compatibility,6312,,false,1,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin agent-compatibility,https://cursor.com/marketplace/cursor/agent-compatibility,true,2026-08-25
ahrefs,Ahrefs,Cursor,cursor/plugins,third_party/ahrefs,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin ahrefs,https://cursor.com/marketplace/cursor/ahrefs,true,2026-08-31
amplemarket,Amplemarket,Cursor,cursor/plugins,third_party/amplemarket,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin amplemarket,https://cursor.com/marketplace/cursor/amplemarket,true,2026-08-25
ashby,Ashby,Cursor,cursor/plugins,third_party/ashby,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin ashby,https://cursor.com/marketplace/cursor/ashby,true,2026-08-25
brevo,Brevo,Cursor,cursor/plugins,third_party/brevo,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin brevo,https://cursor.com/marketplace/cursor/brevo,true,2026-08-31
brex,Brex,Cursor,cursor/plugins,third_party/brex,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin brex,https://cursor.com/marketplace/cursor/brex,true,2026-08-31
calendly,Calendly,Cursor,cursor/plugins,third_party/calendly,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin calendly,https://cursor.com/marketplace/cursor/calendly,true,2026-08-31
circleback,Circleback,Cursor,cursor/plugins,third_party/circleback,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin circleback,https://cursor.com/marketplace/cursor/circleback,true,2026-08-25
clay,Clay,Cursor,cursor/plugins,third_party/clay,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin clay,https://cursor.com/marketplace/cursor/clay,true,2026-08-25
cli-for-agent,CLI for Agents,Cursor,cursor/plugins,cli-for-agent,6312,,false,1,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin cli-for-agent,https://cursor.com/marketplace/cursor/cli-for-agent,true,2026-08-25
coda,Coda,Cursor,cursor/plugins,third_party/coda,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin coda,https://cursor.com/marketplace/cursor/coda,true,2026-08-31
continual-learning,Continual Learning,Cursor,cursor/plugins,continual-learning,6312,,false,1,0,0,0,0,1,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin continual-learning,https://cursor.com/marketplace/cursor/continual-learning,true,2026-08-25
craft,Craft,Cursor,cursor/plugins,third_party/craft,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin craft,https://cursor.com/marketplace/cursor/craft,true,2026-08-31
create-plugin,Create Plugin,Cursor,cursor/plugins,create-plugin,6312,,false,2,0,0,1,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin create-plugin,https://cursor.com/marketplace/cursor/create-plugin,true,2026-08-25
cursor-sdk,Cursor SDK,Cursor,cursor/plugins,cursor-sdk,6312,,false,1,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin cursor-sdk,https://cursor.com/marketplace/cursor/cursor-sdk,true,2026-08-25
cursor-team-kit,Cursor Team Kit,Cursor,cursor/plugins,cursor-team-kit,6312,,false,18,0,0,2,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin cursor-team-kit,https://cursor.com/marketplace/cursor/cursor-team-kit,true,2026-08-25
customer-io,Customer.io,Cursor,cursor/plugins,third_party/customer-io,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin customer-io,https://cursor.com/marketplace/cursor/customer-io,true,2026-08-31
docs-canvas,Docs Canvas,Cursor,cursor/plugins,docs-canvas,6312,,false,1,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin docs-canvas,https://cursor.com/marketplace/cursor/docs-canvas,true,2026-08-25
docusign,Docusign,Cursor,cursor/plugins,third_party/docusign,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin docusign,https://cursor.com/marketplace/cursor/docusign,true,2026-08-25
fathom,Fathom,Cursor,cursor/plugins,third_party/fathom,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin fathom,https://cursor.com/marketplace/cursor/fathom,true,2026-08-31
fireflies,Fireflies,Cursor,cursor/plugins,third_party/fireflies,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin fireflies,https://cursor.com/marketplace/cursor/fireflies,true,2026-08-31
github,GitHub,Cursor,cursor/plugins,third_party/github,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin github,https://cursor.com/marketplace/cursor/github,true,2026-08-25
gmail,Gmail,Cursor,cursor/plugins,third_party/gmail,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin gmail,https://cursor.com/marketplace/cursor/gmail,true,2026-08-25
godaddy,GoDaddy,Cursor,cursor/plugins,third_party/godaddy,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin godaddy,https://cursor.com/marketplace/cursor/godaddy,true,2026-08-31
gong,Gong,Cursor,cursor/plugins,third_party/gong,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin gong,https://cursor.com/marketplace/cursor/gong,true,2026-08-25
google-calendar,Google Calendar,Cursor,cursor/plugins,third_party/google-calendar,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin google-calendar,https://cursor.com/marketplace/cursor/google-calendar,true,2026-08-25
google-drive,Google Drive,Cursor,cursor/plugins,third_party/google-drive,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,none,unauthenticated initialize returns a JSON-RPC result,/add-plugin google-drive,https://cursor.com/marketplace/cursor/google-drive,true,2026-08-25
guru,Guru,Cursor,cursor/plugins,third_party/guru,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin guru,https://cursor.com/marketplace/cursor/guru,true,2026-08-31
hubspot,HubSpot,Cursor,cursor/plugins,third_party/hubspot,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin hubspot,https://cursor.com/marketplace/cursor/hubspot,true,2026-08-25
intercom,Intercom,Cursor,cursor/plugins,third_party/intercom,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin intercom,https://cursor.com/marketplace/cursor/intercom,true,2026-08-25
jotform,Jotform,Cursor,cursor/plugins,third_party/jotform,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin jotform,https://cursor.com/marketplace/cursor/jotform,true,2026-08-31
juicebox,Juicebox,Cursor,cursor/plugins,third_party/juicebox,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin juicebox,https://cursor.com/marketplace/cursor/juicebox,true,2026-08-25
klaviyo,Klaviyo,Cursor,cursor/plugins,third_party/klaviyo,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin klaviyo,https://cursor.com/marketplace/cursor/klaviyo,true,2026-08-31
mailerlite,MailerLite,Cursor,cursor/plugins,third_party/mailerlite,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin mailerlite,https://cursor.com/marketplace/cursor/mailerlite,true,2026-08-31
mem,Mem,Cursor,cursor/plugins,third_party/mem,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin mem,https://cursor.com/marketplace/cursor/mem,true,2026-08-31
mercury,Mercury,Cursor,cursor/plugins,third_party/mercury,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,token,"unauthenticated initialize is rejected, or the config declares a key header",/add-plugin mercury,https://cursor.com/marketplace/cursor/mercury,true,2026-08-31
navan,Navan,Cursor,cursor/plugins,third_party/navan,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin navan,https://cursor.com/marketplace/cursor/navan,true,2026-08-25
orchestrate,Orchestrate,Cursor,cursor/plugins,orchestrate,6312,,false,1,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin orchestrate,https://cursor.com/marketplace/cursor/orchestrate,true,2026-08-25
otter,Otter.ai,Cursor,cursor/plugins,third_party/otter,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin otter,https://cursor.com/marketplace/cursor/otter,true,2026-08-31
outreach,Outreach,Cursor,cursor/plugins,third_party/outreach,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin outreach,https://cursor.com/marketplace/cursor/outreach,true,2026-08-25
playwright,Playwright,Cursor,cursor/plugins,third_party/playwright,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,local,"runs locally over stdio, no key declared",/add-plugin playwright,https://cursor.com/marketplace/cursor/playwright,true,2026-08-25
pr-review-canvas,PR Review Canvas,Cursor,cursor/plugins,pr-review-canvas,6312,,false,1,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin pr-review-canvas,https://cursor.com/marketplace/cursor/pr-review-canvas,true,2026-08-25
profound,Profound,Cursor,cursor/plugins,third_party/profound,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin profound,https://cursor.com/marketplace/cursor/profound,true,2026-08-25
pstack,pstack,Cursor,cursor/plugins,pstack,6312,,false,45,0,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,skills-only,no MCP server component,/add-plugin pstack,https://cursor.com/marketplace/cursor/pstack,true,2026-08-25
readwise,Readwise,Cursor,cursor/plugins,third_party/readwise,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin readwise,https://cursor.com/marketplace/cursor/readwise,true,2026-08-31
salesforce,Salesforce,Cursor,cursor/plugins,third_party/salesforce,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,self-hosted,endpoint is a template you fill in with your own instance,/add-plugin salesforce,https://cursor.com/marketplace/cursor/salesforce,true,2026-08-25
semrush,Semrush,Cursor,cursor/plugins,third_party/semrush,6312,,false,0,1,0,0,0,0,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,oauth,unauthenticated initialize returns 401 with protected-resource metadata that resolves,/add-plugin semrush,https://cursor.com/marketplace/cursor/semrush,true,2026-08-31
